名称,注释,processed_text,vector,vector_norm,score
引喻失义,讲话不恰当。引喻：称引、譬喻；喻：比如；义：适宜、恰当。，,['讲话不恰当引喻称引譬喻喻比如义适宜恰当'],"[ 6.9790934e-03 -2.0951152e-04 -7.9470100e-03  8.8905953e-03
 -8.5516348e-03  5.5598891e-03  6.4678504e-03  9.7577932e-04
 -8.6925616e-03  6.1753215e-03 -7.8478707e-03 -5.0177681e-03
  9.6247876e-03 -8.2821418e-03 -7.6285531e-03 -4.9005579e-03
  3.4631919e-03  1.9144202e-03 -5.5585168e-03 -3.2763958e-03
  8.5835531e-03  9.7675994e-03  9.9147148e-03  1.0454941e-03
  4.0380000e-03  1.3658536e-03  1.6727329e-03  4.8383819e-03
  2.2040391e-03  3.0054449e-04 -3.1488347e-03 -6.5247416e-03
  7.9894923e-03 -5.9719621e-03  2.7833520e-03 -9.2541694e-04
 -3.6488725e-03 -4.9413932e-03  3.2202196e-03 -5.8576204e-03
 -7.4947942e-03 -2.6441026e-03  4.6893787e-03  6.0440982e-03
 -1.4566731e-03  7.2986148e-03 -7.5932704e-03 -4.7327732e-03
 -7.8608748e-03 -6.0471091e-03  7.3008193e-03 -9.2807058e-03
 -8.6519560e-03 -9.8145390e-03  9.2028119e-03 -2.6650822e-03
  9.9734659e-04 -6.1275125e-03 -2.5342822e-03  7.2566268e-05
 -2.5002421e-03 -7.3716044e-03 -6.1929417e-03  2.5351786e-03
 -9.4943373e-03  1.1462688e-03 -1.9883560e-03  8.2782693e-03
 -3.9780259e-04  6.2138676e-03 -7.0868339e-03 -7.5677098e-03
  5.5462597e-03  9.3976018e-04 -5.0903237e-03 -2.6597893e-03
  8.7711522e-03 -9.1774324e-03 -3.6765123e-03  1.0024810e-03
 -2.1608472e-04  9.5136138e-03 -1.9383347e-03 -7.0953299e-03
 -7.6787388e-03 -9.9005364e-03 -7.8236489e-03 -6.0328604e-03
 -5.9469976e-03 -1.4051843e-03 -5.4117083e-04 -4.7152913e-03
  2.1409167e-03  3.8658725e-03  9.0301884e-03 -4.6547530e-03
  5.1285233e-03  7.2539425e-03 -3.7568689e-03 -7.4346815e-03]",0.05990573,9
以,以致（与以伤先帝之明的以用法相同：以致）；塞：阻塞；谏：劝谏。,['以致与以伤先帝之明的以用法相同以致塞阻塞谏劝谏'],"[-3.3387006e-03 -6.8919752e-03  6.4954115e-03  9.3875453e-03
  8.2728788e-03 -8.5341716e-03  5.0477707e-03  5.0999965e-03
  5.6287623e-03 -8.3246455e-03  1.7518998e-05 -6.8251980e-03
 -8.9163650e-03  2.4941885e-03  9.9302093e-03  6.4967275e-03
 -7.0674145e-03  2.3367179e-03 -3.9035357e-03  9.9262604e-03
 -8.8016940e-03  9.7253015e-03 -6.5176990e-03 -7.0063495e-03
  1.6265237e-03 -6.7271828e-04 -8.5141202e-03 -6.1249017e-04
 -3.5831929e-04 -6.2671616e-03  5.7468498e-03  3.1744791e-03
  8.4004328e-03  7.3984587e-03 -6.6413842e-03  4.7862935e-03
  5.6937253e-03  5.7782400e-03  5.2061151e-03 -4.7820937e-03
  4.3160152e-03  1.3179529e-03  6.9856644e-05 -6.4561605e-03
  1.5231848e-03  5.2648331e-03 -9.2110727e-03  8.6071137e-03
  2.9928028e-03 -3.9848088e-05 -3.3638144e-03  3.6002754e-04
  6.0842680e-03  4.7726883e-03 -5.9520877e-03  7.8736842e-03
 -6.3837291e-04 -8.1593264e-03  8.8687968e-03  5.0710593e-03
  3.6271536e-03  7.9095326e-03 -7.5282860e-03 -5.8308542e-03
 -2.0056630e-03 -4.0983520e-03 -1.6020107e-03 -5.8814528e-04
 -8.3850455e-03  1.9008947e-03  2.5585734e-03 -8.4139587e-04
  4.8692562e-03  1.4651024e-03  5.9875203e-03 -2.2362708e-03
  8.5243667e-03 -1.5649045e-03  3.0778253e-03 -3.7869918e-03
  6.1295773e-03  3.0772365e-03  5.4456829e-04  8.7567959e-03
 -7.8374567e-03  9.7148232e-03  7.8130601e-04 -2.3544144e-03
 -4.1274764e-03 -9.1043254e-03 -2.2207070e-03  2.6890803e-03
  6.5783202e-03  9.0703107e-03 -8.7485993e-03  9.0568848e-03
 -8.8400217e-03  3.7327730e-03  8.0275070e-03 -2.5085735e-03]",0.05947365,9
宫,指皇宫；府：指丞相府；俱：通“具”；全，都。,['指皇宫府指丞相府俱通具全都'],"[-7.85552338e-03 -8.33559874e-03  1.15320319e-03 -7.61840318e-04
 -9.51139070e-03  3.10028554e-03  2.25546118e-03  4.45248978e-03
  4.42898041e-03  3.23368190e-03 -9.81653575e-03  5.73428534e-03
  4.26245574e-03 -7.74645200e-03 -2.12147948e-03  3.54201795e-04
 -6.41351915e-04 -9.66742053e-04 -5.54108480e-03  2.29167945e-05
  4.42048674e-03 -6.80811412e-04  8.00303242e-04  2.09357031e-03
 -3.97473341e-03 -7.86785595e-03  9.16809402e-03 -9.78705194e-03
 -2.47716904e-03 -1.26629230e-03 -7.67088169e-03  1.77142257e-03
  7.94352219e-03 -1.51639339e-03  8.10514204e-03  2.94570928e-04
 -5.77224139e-03 -1.98223349e-03 -7.25932128e-04  6.25509256e-03
  7.12074991e-03  6.20320672e-03 -5.99373225e-03 -6.97879307e-03
  6.09252462e-03  2.47587566e-03  5.34262182e-03  4.64652781e-04
  7.86653068e-03 -8.87957308e-03  9.87210404e-03 -8.23852047e-03
 -1.70601369e-03  6.28198963e-03 -9.23129637e-03  4.31835186e-03
 -6.97725313e-03 -6.84359903e-03  2.30386388e-03  1.73602218e-03
 -2.78820517e-03  7.87171349e-03 -7.01702712e-03  4.64073411e-04
  8.73167068e-03  2.02508201e-03 -6.85242657e-03  3.53963138e-03
 -5.03005972e-03  5.89606760e-04  2.85943155e-03  7.58611551e-03
  7.38210091e-03 -4.89401957e-03  9.52015538e-03 -5.48651814e-03
  7.62626063e-03 -7.98262842e-03 -7.82125909e-03 -1.11187459e-03
 -8.14292952e-03 -3.46762780e-03 -5.14293904e-04 -3.78847130e-06
 -9.96154826e-03 -6.50695665e-03 -7.41765043e-03 -3.87710345e-04
  5.18869981e-03 -7.79497641e-05  9.96020064e-03 -3.88668408e-03
  8.05915147e-03  6.08615158e-03  8.26200750e-03  1.06459855e-04
 -4.29894921e-04  1.89217448e-03 -9.92560759e-03  9.04481206e-03]",0.058304343,9
陟,提升，奖励；罚：惩罚；臧否（pǐ）：善恶，这里用作动词，意思是评论人物好坏。,['提升奖励罚惩罚臧否pǐ善恶这里用作动词意思是评论人物好坏'],"[-2.3880566e-03  7.5390972e-03  2.0417392e-03  2.8994619e-03
 -1.2428021e-03 -9.8939287e-03  1.3990104e-03  2.8858460e-03
 -9.8052109e-03 -3.9015389e-03 -2.3483122e-03 -5.0597144e-03
  3.9592646e-03  2.1051753e-03  4.3359841e-03 -6.4775874e-03
 -6.0028769e-03  4.7188415e-03  6.7790532e-03  5.5270125e-03
  4.7967802e-03 -7.2433436e-03  8.1630275e-03 -6.9606733e-03
 -7.6681711e-03  8.5057011e-03 -2.4709427e-03 -9.3890913e-03
 -3.0838465e-03  5.9623732e-03 -2.8933310e-03  4.9383021e-03
  1.0116219e-04  4.0657567e-03  1.1849535e-03 -9.3239537e-03
 -3.6499680e-03  8.8365674e-03  1.5401721e-03 -5.8906330e-03
  7.0143188e-03  7.4561550e-03  7.2449828e-03  1.4791489e-05
 -9.1461372e-03 -3.4870815e-03  5.1359329e-03 -6.5033175e-03
  9.7436700e-03 -9.7704660e-03 -8.1289019e-03 -5.3141881e-03
  6.0180272e-03 -7.6748040e-03  8.6374609e-03 -9.8668747e-03
  3.4941984e-03  3.2960272e-03  5.4405929e-05  9.5433947e-03
  5.1105833e-03  2.8830409e-04  4.8185564e-03  6.4083622e-03
  3.0067516e-03  9.4077513e-03 -1.3388288e-03 -8.3850678e-03
 -4.4760420e-03 -1.4913619e-03 -7.2681345e-03 -1.5642322e-03
  7.9346336e-03 -5.0246250e-03  5.1005064e-03  4.3512867e-03
 -6.9895503e-04  1.0750556e-03  5.7248189e-03 -6.6415109e-03
  3.8969624e-03  8.9156535e-03 -3.5137893e-03 -7.6143290e-03
 -9.2017008e-03 -9.0063391e-03  3.8706504e-03  5.1166881e-03
  7.0392215e-03 -1.4526045e-03  9.6847059e-04  3.0519783e-03
 -9.8782890e-03 -9.4134398e-03  4.5895362e-03 -8.3996411e-03
 -3.1776738e-03 -4.3101669e-03  5.9144972e-03 -3.4456884e-03]",0.059953365,9
作奸犯科,做奸邪事情，触犯科条法令。作奸：做了奸邪的事情；科：科条，法令。,['做奸邪事情触犯科条法令作奸做了奸邪的事情科科条法令'],"[ 9.9822152e-03  5.5624964e-04 -5.1474776e-03 -3.6372698e-03
  1.2578320e-03 -5.3684101e-03  7.3942672e-03  9.0235649e-03
  4.2927088e-03 -7.3460448e-03 -5.9461105e-03  5.0555467e-05
 -1.0186636e-03 -5.5266414e-03  7.9357959e-03  6.2371730e-03
 -4.1838302e-03  2.3823476e-03  5.1312707e-03  2.4099147e-03
  8.5688345e-03 -1.2911868e-03 -6.5269945e-03 -8.3419203e-04
 -8.3227130e-03  9.8437024e-03 -8.6167706e-03 -1.5034461e-03
 -2.8496659e-03  3.1493437e-03  4.9708630e-03 -8.2365731e-03
 -4.4082450e-03  4.9166800e-04  3.9994265e-03  5.1164306e-03
 -1.3848603e-03 -6.2301400e-04 -7.8259408e-03  4.5463373e-03
 -7.6494408e-03  3.2852124e-03 -3.4279441e-03 -7.8022038e-03
  6.8838205e-03 -4.5736550e-04 -9.5452676e-03 -9.3759727e-03
  5.9112313e-04 -8.1811426e-03  3.7383246e-03  3.4645391e-03
  3.3530975e-03 -5.6026364e-03  7.9835048e-03 -8.9872023e-03
  7.4568833e-03 -6.3200592e-04 -1.4731979e-03  3.9642490e-03
 -2.4885095e-03 -4.3961918e-03 -2.4170566e-03 -6.1879898e-03
 -3.5201191e-04 -5.3840484e-03  4.6043419e-03 -9.5382212e-03
 -4.3516336e-03 -9.1652106e-03 -9.6171293e-03 -7.5136422e-04
 -8.0837272e-03 -5.6920410e-03  2.7758980e-03 -1.4404022e-03
  3.1046879e-03  8.2651488e-03 -9.6302796e-03  6.0847662e-03
 -7.9461588e-03  6.5345466e-03  7.4684252e-03  8.5804714e-03
 -7.9514896e-03  3.3395386e-03 -7.8422269e-03 -1.2459100e-03
 -5.2202679e-03 -8.5332850e-03  4.9340618e-03  4.4341264e-03
 -4.0578507e-03 -7.7764201e-03  3.5564327e-03 -3.9322674e-03
 -8.8689933e-03 -4.3878281e-03 -2.1720326e-03  8.7570716e-03]",0.058877535,9
及,以及；为：做。,['以及为做'],"[-6.4564645e-03  7.3323892e-03  6.1229146e-03 -4.9081361e-03
 -1.7588520e-03 -2.5048994e-03  3.1226445e-03 -4.5303107e-04
 -2.7636087e-03 -9.0456437e-03  6.4344313e-03 -9.6153906e-03
 -8.6504444e-03  1.3819778e-03  2.9734327e-03  4.7421454e-06
  3.7010072e-04  2.5892723e-03  1.8025708e-03  7.5683128e-03
 -3.4463929e-03 -7.2333897e-03 -7.8841802e-03  7.9196142e-03
  1.9462728e-03 -5.8078561e-03  6.3911928e-03  8.4535787e-03
  7.9466058e-03 -6.8279803e-03 -5.1414394e-03 -2.0103382e-03
 -6.6176713e-03  4.7288239e-03  5.6644380e-03 -5.9959209e-03
  7.1992562e-03 -7.6565552e-03  6.2029026e-03 -4.6253288e-03
  1.9614566e-03 -3.2713367e-03  3.3896612e-03  7.7184713e-03
 -1.3945032e-03 -4.9851872e-03 -8.5616503e-03  3.6374521e-03
  4.2310180e-03  6.6972245e-03 -4.2897630e-03 -9.7329887e-03
  6.8215169e-03 -4.5247437e-03  4.4197715e-03  8.0545330e-03
 -3.9428137e-03  1.6341746e-03 -3.5891545e-03 -6.6137468e-03
 -5.6843390e-03 -1.3659001e-04 -7.5132754e-03 -1.9958054e-03
 -2.4879170e-03  6.7084394e-03  1.3637447e-03  5.8521964e-03
  3.8193201e-03 -3.5164417e-03 -5.0914730e-03  9.6612927e-03
  7.0703961e-03 -9.0442309e-03  5.2457834e-03  8.1930337e-03
  9.1923000e-03 -8.0546597e-03 -2.0131744e-03  1.0854984e-03
  2.9083753e-03 -1.6219580e-03 -4.7049262e-03  6.4684176e-03
  6.9325780e-03 -3.8987756e-04 -5.8431411e-03 -4.3717623e-03
 -5.1488746e-03  4.2562988e-03  5.1373959e-04 -2.3596620e-03
 -9.0849064e-03 -1.4964581e-03  6.4313458e-03  6.3249972e-03
  4.2235423e-03 -2.8758978e-03  9.0516098e-03  6.0097576e-04]",0.05609133,9
有司,职有专司，就是专门管理某种事情的官吏。,['职有专司就是专门管理某种事情的官吏'],"[ 1.1347234e-03  6.1748610e-03 -6.5934910e-03  6.5341983e-03
  9.7943163e-03  3.6727618e-03  3.4324396e-03  4.1965460e-03
 -1.9464791e-03 -8.0962768e-03  1.4800942e-03  9.0460660e-04
 -6.7972969e-03  1.9593919e-03  5.4439022e-03 -7.1779122e-03
  2.5119793e-03  7.7667725e-03 -8.6212186e-03  3.5135662e-03
 -8.5646082e-03 -7.9370569e-03  7.0910249e-03 -7.5653968e-03
 -1.3685488e-03 -7.9286834e-03 -7.8653935e-03 -7.1036052e-03
  4.0596127e-04  1.7948831e-03 -7.9065189e-03 -8.0490764e-03
 -3.1801320e-03 -1.8244040e-03 -6.1704637e-03 -4.2267740e-03
  3.6070598e-03  3.0711652e-03  6.5946756e-03  4.2466833e-03
 -8.8664773e-04  2.7672017e-03  9.0499893e-03  1.9081760e-03
  1.8196488e-03  1.1240005e-03 -9.2868963e-03  5.3519239e-03
  5.0439490e-03  2.5534629e-05  9.2122471e-03 -5.7180882e-03
  3.2491565e-03 -7.8117861e-03 -8.9405645e-03  2.0009638e-03
  4.7449218e-03  6.1003957e-03 -8.6875847e-03  4.3530716e-03
  2.3985051e-03  4.1559553e-03 -6.7452190e-04  5.5437088e-03
  7.2916378e-03 -8.3869323e-03 -9.9322656e-03  7.0149074e-03
 -9.5197203e-04 -9.3746074e-03 -4.0858854e-03  1.1912441e-03
  8.4266141e-03 -1.6904592e-03 -1.0216295e-03 -7.3646666e-03
 -7.6526119e-03  1.4624643e-03 -4.7345756e-04 -7.7002333e-03
  8.7992550e-04 -8.9884754e-03 -2.4770331e-03  4.2172647e-03
  1.1170149e-03  7.8306906e-03  6.5853749e-03 -1.1890733e-03
  4.9564564e-03  6.1292420e-03  8.7317731e-03  9.0785250e-03
  4.9281693e-03  4.6114624e-03  7.1850289e-03 -1.5663934e-03
 -5.6496980e-03  8.8680685e-03  1.2105549e-03 -5.0547267e-03]",0.057836257,9
刑,罚。,['罚'],"[-0.00086849 -0.00522882  0.00911734  0.00339773  0.0042815   0.00650473
  0.00817417 -0.00478091 -0.00634452 -0.00372644 -0.00371269 -0.00944429
 -0.00061117 -0.00810253  0.00977061 -0.00340541 -0.00631558 -0.00810486
 -0.00356199 -0.00955443  0.00078349  0.00541141 -0.00287488  0.00766718
 -0.00187445 -0.00726934 -0.00312461 -0.00314051 -0.00709601 -0.00968244
 -0.00406676 -0.00158855  0.00500417 -0.00761105 -0.00497432  0.00136173
 -0.00167553  0.00354771 -0.00187448  0.00432317  0.00799172 -0.00791387
  0.00376642  0.00598394 -0.00057689  0.00676665 -0.00541641 -0.00457615
 -0.00784784  0.00947095 -0.00940683 -0.0032497  -0.00043369 -0.00484895
  0.00947211 -0.00683346 -0.00801899  0.00924474 -0.00829936  0.00969014
 -0.00409763  0.00566723 -0.00041401 -0.00399682 -0.00750502 -0.00627366
  0.00684367  0.00632191  0.00016444  0.00639173  0.00385498  0.00383414
  0.0026778  -0.00971743  0.00926089 -0.0082046  -0.00300655  0.00142609
  0.00524788 -0.00921009  0.00169356  0.0063585  -0.00875771  0.00955528
 -0.00521779  0.00955157 -0.00652657  0.00659292  0.00936259 -0.00922745
  0.00029053 -0.00773117  0.00812865  0.00957799 -0.00605241  0.00084287
 -0.00224057 -0.00775633  0.00081951 -0.00990403]",0.06321128,9
昭,显示，表明；平：公平；明：严明；理：治理。,['显示表明平公平明严明理治理'],"[ 0.00261397 -0.00769466  0.00568997  0.00757195 -0.00255428 -0.00401322
 -0.00960962  0.00491858  0.0029111   0.00874733  0.0033003  -0.00290201
  0.00355805  0.00862713  0.00923288  0.0076445  -0.0085541  -0.00756765
  0.00726107 -0.00744336  0.00325081  0.00802458 -0.00320701  0.00675924
 -0.0081547   0.00648845  0.00559191  0.00333711 -0.00812496  0.00916076
  0.00822838 -0.00156422  0.00410742  0.00637442 -0.00173972  0.0054875
 -0.00403423 -0.00127502 -0.00120777 -0.00416161 -0.00070821 -0.00770206
  0.00364332  0.009058    0.00478175  0.00638374 -0.00473606  0.00486204
 -0.00668277 -0.00497049  0.00987091  0.00640219 -0.00498804 -0.00607533
  0.00722759  0.00270585  0.00658723 -0.00675735 -0.00097118 -0.00094586
 -0.00021973  0.00222138 -0.00675099  0.00438308 -0.00274654  0.00834864
 -0.00103158  0.00915668 -0.00083933  0.00521091 -0.00759495 -0.00910065
 -0.00034234 -0.00225901  0.0099689   0.00452713 -0.00556853  0.0073651
  0.00059033 -0.00955249  0.00571719 -0.00201015 -0.00941968  0.00870573
  0.00724838  0.00855234  0.00036298  0.0076829   0.00518623 -0.00693735
  0.00928563 -0.00355966 -0.0097434   0.00855939 -0.00530777  0.00839715
 -0.00785336  0.00927401 -0.00591492  0.00399881]",0.062534384,9
偏私,偏袒，有私心。,['偏袒有私心'],"[ 9.78409033e-03  4.20215493e-03 -2.12704297e-03 -4.95524658e-03
 -9.72069521e-03  4.20629280e-03  7.43589271e-03 -4.73622186e-03
  5.92096709e-03  6.84065092e-03 -9.01692268e-03  2.09805369e-03
 -6.83957804e-03 -4.32988629e-03  8.56843020e-04 -7.02896714e-03
 -4.13875841e-03 -7.51261367e-03 -7.02772988e-03 -6.93813898e-03
  9.91433021e-03  8.32291320e-03 -1.84454912e-04 -2.62484676e-03
  6.24861848e-03  1.33919006e-03 -8.99388827e-03 -7.05962768e-03
  1.02802517e-03  7.93422572e-03  3.19847115e-03  9.84004140e-03
  6.55208714e-03  2.94979807e-04  8.65197275e-03  8.99977051e-03
  8.05915240e-03  9.40227229e-03 -9.38262232e-03  3.51310242e-03
 -7.81291723e-03 -7.14135030e-03 -8.42625368e-03  3.20249912e-03
 -1.05130675e-05 -6.35140529e-03  5.54573769e-03  7.90421944e-03
  4.29723738e-03  7.83283357e-03 -4.27794456e-03 -6.38907077e-03
  3.97919305e-03 -2.92553776e-03 -7.17520341e-03  3.67050292e-03
 -3.32242972e-03 -5.19830128e-03  2.62897136e-03  6.85385941e-03
  6.40137307e-03  1.49039028e-04  8.65005888e-03  2.94316537e-03
  6.56819483e-03 -8.99570005e-04  2.10902561e-03  6.16375078e-03
 -9.79365129e-03  5.82872285e-03  1.28701329e-03  6.08475693e-03
 -1.44559855e-03 -2.69669527e-03 -5.58119873e-03 -2.84639234e-03
 -2.57097837e-03 -5.14707901e-03  9.70629451e-04  7.99041614e-03
  5.13837952e-03 -7.65007967e-03 -7.41914054e-03 -2.89354078e-03
  3.90716456e-03 -9.31806769e-03  6.12173555e-03  3.11665167e-03
 -2.82168272e-03  9.19409003e-03  8.06108210e-03  7.14768190e-04
  4.82816203e-03 -9.30287037e-03 -8.78826901e-03 -2.94651510e-03
  9.27631371e-03  3.23434710e-03  5.61259035e-03 -6.77064992e-03]",0.061275672,9
悉以咨之,都拿来跟他们商量。悉，全部；咨：询问，商议，征求意见；之，指郭攸之等人。,['都拿来跟他们商量悉全部咨询问商议征求意见之指郭攸之等人'],"[ 0.0079435  -0.00645161  0.00579453 -0.00021767 -0.00903186 -0.00244267
 -0.00158433 -0.00448082 -0.00079378 -0.00523843  0.00594059  0.00930338
 -0.00158767  0.00337674 -0.00074802 -0.00069963 -0.00701056  0.0014569
  0.00390269  0.00691007  0.00653884  0.0035366   0.00466167 -0.00743211
 -0.0013865  -0.00578264  0.00680105  0.00782664 -0.00427402  0.00115366
  0.0051094   0.00180948  0.00078592 -0.00674016  0.00983268 -0.0072597
 -0.00603375 -0.00566608 -0.00634796 -0.00349106 -0.0094003   0.00117813
 -0.00375023 -0.00255129  0.00578494  0.00355048  0.00182092 -0.00137405
  0.00987748  0.00028656  0.00501546  0.00903775 -0.00976658 -0.00915537
  0.00992283  0.00273679 -0.00188558  0.00472406 -0.0043154  -0.00639764
 -0.00825741  0.00721012 -0.00244937 -0.00754317 -0.00591039  0.00617552
 -0.00247969 -0.00614579 -0.00161798 -0.00147355 -0.00325484 -0.00208924
  0.00410573  0.0014466  -0.00349034  0.00269237  0.00522894 -0.00919081
 -0.00755834  0.00629637 -0.0089381   0.00052822 -0.00899382  0.00836983
 -0.00429354 -0.0066205  -0.00138377 -0.00111367  0.00753303  0.00910952
 -0.00035077  0.00269358  0.0047372   0.00014275 -0.00578    -0.00059442
  0.00218297  0.00830171 -0.00359233 -0.00984555]",0.05616895,9
必能裨补阙漏,一定能够弥补缺点和疏漏之处；裨（bì）：补；阙（quē），通“缺”，缺点，疏漏。,['一定能够弥补缺点和疏漏之处裨bì补阙quē通缺缺点疏漏'],"[-1.5110135e-03 -4.0345038e-03 -4.3988526e-03 -4.6293857e-03
 -5.5957139e-03 -5.3018034e-03 -8.0223028e-03  9.5188450e-03
  6.3990653e-03 -3.6066938e-03  2.4784422e-03 -7.6424945e-03
  7.5231018e-03  8.3047356e-03  7.8943017e-04 -6.8329908e-03
 -2.9577280e-03  4.7339690e-03 -2.9393840e-03  3.1764733e-03
  9.4087161e-03  4.3531060e-03 -5.1454795e-03  5.4670931e-03
 -2.8791917e-03 -6.3939407e-03  7.0078014e-03 -9.2539331e-03
 -1.1306572e-03 -1.3853407e-03 -8.4159467e-03 -1.1023998e-03
  5.5972575e-03 -5.2676522e-03 -7.0261359e-03  6.2002684e-03
 -3.4264398e-03 -7.8195557e-03  2.9337048e-04 -4.9802064e-05
  7.5409068e-03  5.6930183e-04  7.8824591e-03 -9.8127816e-03
  4.0332675e-03  6.2181102e-03  1.0294437e-03 -2.8364109e-03
  1.0266149e-03 -8.3912135e-04 -8.1082694e-03 -6.7834724e-03
  1.2001550e-03 -2.0178736e-03  9.5494185e-03 -9.4942690e-04
  6.1186957e-03  2.0461380e-03  8.0996891e-03 -9.2905201e-03
  2.3927295e-03 -1.4512575e-03  2.1549999e-03 -2.1979929e-04
 -6.6406308e-03  9.0504559e-03 -2.8433979e-03  1.9143140e-03
 -6.4416979e-03  3.7142180e-03  9.9958051e-03 -1.1962545e-03
  6.5802182e-03 -1.2432098e-04  7.9281814e-03  9.6509298e-03
 -3.9128662e-04 -1.6983438e-03 -9.5216157e-03  9.8748729e-03
 -2.5329662e-03  2.1891915e-03 -1.6988862e-03  8.3273482e-03
  8.3437776e-03  1.5368855e-03  2.8856660e-03  6.4340653e-03
  2.2477007e-03  6.4443159e-03  1.4674067e-04 -2.2854710e-03
  5.3072535e-03 -3.4152747e-03 -2.6156104e-03  8.7917289e-03
 -9.1546932e-03 -3.4136428e-03 -2.9241275e-03  5.6689298e-03]",0.056184575,9
有所广益,有所启发和帮助。广益：增益；益，好处。,['有所启发和帮助广益增益益好处'],"[ 0.00480066 -0.00362838 -0.00426481  0.00121976 -0.0041273  -0.00562717
  0.00314301  0.00833766 -0.00654566 -0.00911394 -0.00333177  0.00752724
 -0.00968902  0.00959828 -0.00041825  0.0023048  -0.00184966 -0.00576211
  0.0031007   0.00619509 -0.00705291 -0.00117332  0.00155942  0.00424897
  0.00714135 -0.0035467   0.00727539 -0.00557097 -0.00219483  0.00908476
  0.00538232 -0.00848506 -0.00165564 -0.00883822 -0.00164188  0.00565562
 -0.0074183   0.00551007  0.00609006 -0.00377048 -0.00965581 -0.00251882
 -0.00255302  0.00375854  0.00892069  0.0019959  -0.00211154  0.00296957
 -0.00680372 -0.00129335 -0.00148323  0.00960487 -0.00580956 -0.00704024
  0.00236115  0.00263477 -0.00714597 -0.00587775 -0.00118302 -0.00330282
 -0.00897573 -0.00404952 -0.00296575  0.00650267  0.0009739   0.00159881
  0.00027834 -0.00338414  0.00310237  0.00071167  0.00598284 -0.00077522
 -0.00890127  0.00088276  0.00992382 -0.00524917 -0.00521647 -0.00251875
  0.00858345 -0.00083164  0.00941837 -0.00833611  0.00901704 -0.00971312
  0.00919956  0.00187271  0.00266045 -0.0058586   0.00843919  0.00604363
 -0.00548714 -0.00949882  0.0069684  -0.00553593 -0.00932132  0.00259736
 -0.00497801 -0.00736005  0.00973056 -0.00158582]",0.058572404,9
性行淑均,性情善良品德端正。淑，善；均，平。,['性情善良品德端正淑善均平'],"[ 6.4154328e-03 -8.9511415e-03 -7.3454725e-03 -1.7511440e-03
  1.6980087e-03 -1.0342204e-03 -5.2042734e-03  6.5792515e-03
  8.7828115e-03 -7.4120974e-03  9.8055657e-03  7.3666479e-03
 -7.4607255e-03 -1.8999577e-03  4.2520380e-03  7.0596053e-03
 -3.6636866e-03 -6.9730817e-03  4.7248350e-03 -9.0386067e-03
 -5.8503030e-03 -1.2834811e-03  5.4809176e-03 -5.6869411e-03
  4.7847857e-03 -4.3494583e-04  2.6672638e-03  6.4039291e-03
  1.4176309e-03  7.7085746e-03 -3.2240152e-04 -8.2637034e-03
  9.1784988e-03 -4.8582028e-03  4.7219060e-03 -3.9027834e-03
 -7.3295189e-03 -6.5126489e-03  4.6773339e-03 -6.5943244e-04
  1.4602697e-03 -8.9282785e-03 -5.1465523e-03 -6.0544228e-03
  8.4127877e-03 -8.6974325e-03  5.0248443e-03 -8.6135149e-04
  1.8937707e-04  8.7997578e-03 -3.5854375e-03 -6.9373380e-03
  7.6357962e-04  7.7428352e-03  9.1208639e-03 -3.6847114e-03
  2.7328073e-03  4.9426113e-03 -5.2920487e-03  6.8525351e-03
 -6.4529707e-03  2.1008432e-03  4.5872582e-03  4.3851123e-03
 -4.6662842e-03  2.6424218e-03  7.3099639e-03  8.6116884e-03
 -9.5125306e-03  5.5747475e-03  4.9680639e-03 -1.5947580e-03
  9.1868844e-03 -4.1810106e-03 -1.7487227e-03 -6.8633081e-03
 -3.7766756e-03  2.4267554e-04 -3.2715332e-03 -5.4172636e-03
  6.5688742e-03 -5.3028557e-03 -6.3216304e-03  7.6409671e-03
  9.6511841e-03  3.9949189e-03  2.6326179e-05  7.8929187e-04
 -9.6155284e-04  6.8626525e-03 -6.2529948e-03  5.0760986e-04
  4.2921496e-03 -2.1114135e-03  8.9388253e-04  3.7101412e-03
  9.7100530e-03  2.1757602e-03  9.5001627e-03 -5.8298432e-03]",0.057765212,9
